,drug_a_name,drug_b_name,cell_line,synergy,fold,DepMap_ID,stripped_cell_line_name,drugA_canonical_smi,drugB_canonical_smi,synergy_clean,label_0,label_1
21323,VINBLASTINE,SORAFENIB,RKO,29.1779434232,1,ACH-000943,RKO,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,29.1779434232,2,3
21324,VINBLASTINE,SORAFENIB,RPMI7951,-5.6528353662,1,ACH-000348,RPMI7951,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-5.6528353662,1,2
21325,VINBLASTINE,SORAFENIB,SKMEL30,11.9527405495,1,ACH-000810,SKMEL30,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,11.9527405495,2,3
21326,VINBLASTINE,SORAFENIB,SKMES1,18.1105033288,1,ACH-000665,SKMES1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,18.1105033288,2,3
21327,VINBLASTINE,SORAFENIB,SKOV3,25.0822725686,1,ACH-000811,SKOV3,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,25.0822725686,2,3
21328,VINBLASTINE,SORAFENIB,SW620,35.1724852425,1,ACH-000651,SW620,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,35.1724852425,2,4
21329,VINBLASTINE,SORAFENIB,SW837,9.277670163,1,ACH-000421,SW837,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,9.277670163,1,2
21330,VINBLASTINE,SORAFENIB,T47D,-8.8900720175,1,ACH-000147,T47D,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-8.8900720175,1,2
21331,VINBLASTINE,SORAFENIB,UACC62,7.6852653813,1,ACH-000425,UACC62,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,7.6852653813,1,2
21333,VINBLASTINE,SORAFENIB,UWB1289,-5.5777765009,1,ACH-001418,UWB1289,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-5.5777765009,1,2
21334,VINBLASTINE,SORAFENIB,VCAP,39.735147788,1,ACH-000115,VCAP,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,39.735147788,2,4
21335,VINBLASTINE,SORAFENIB,ZR751,-4.2222304313,1,ACH-000097,ZR751,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-4.2222304313,1,2
21336,VINBLASTINE,SUNITINIB,A2058,1.691645593,2,ACH-000788,A2058,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,1.691645593,1,2
21337,VINBLASTINE,SUNITINIB,A2780,-3.6963621683,2,ACH-000657,A2780,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-3.6963621683,1,2
21338,VINBLASTINE,SUNITINIB,A375,1.1331448356,2,ACH-000219,A375,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,1.1331448356,1,2
21339,VINBLASTINE,SUNITINIB,A427,4.1168845334,2,ACH-000757,A427,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,4.1168845334,1,2
21340,VINBLASTINE,SUNITINIB,CAOV3,-3.7933688889,2,ACH-000713,CAOV3,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-3.7933688889,1,2
21342,VINBLASTINE,SUNITINIB,DLD1,8.6803494932,2,ACH-001061,DLD1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,8.6803494932,1,2
21344,VINBLASTINE,SUNITINIB,ES2,16.6588443253,2,ACH-000906,ES2,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,16.6588443253,2,3
21345,VINBLASTINE,SUNITINIB,HCT116,5.8231050234,2,ACH-000971,HCT116,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,5.8231050234,1,2
21346,VINBLASTINE,SUNITINIB,HT144,7.009757364,2,ACH-000322,HT144,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,7.009757364,1,2
21347,VINBLASTINE,SUNITINIB,HT29,-11.5241169766,2,ACH-000552,HT29,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-11.5241169766,0,1
21348,VINBLASTINE,SUNITINIB,KPL1,14.713833222,2,ACH-000028,KPL1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,14.713833222,2,3
21350,VINBLASTINE,SUNITINIB,LOVO,-0.2708057087,2,ACH-000950,LOVO,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-0.2708057087,1,2
21351,VINBLASTINE,SUNITINIB,MDAMB436,-5.8856345285,2,ACH-000573,MDAMB436,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-5.8856345285,1,2
21353,VINBLASTINE,SUNITINIB,NCIH1650,7.6119467311,2,ACH-000035,NCIH1650,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,7.6119467311,1,2
21354,VINBLASTINE,SUNITINIB,NCIH2122,4.9685322615,2,ACH-000311,NCIH2122,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,4.9685322615,1,2
21355,VINBLASTINE,SUNITINIB,NCIH23,-18.8631606254,2,ACH-000900,NCIH23,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-18.8631606254,0,1
21356,VINBLASTINE,SUNITINIB,NCIH460,-3.919378718,2,ACH-000463,NCIH460,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-3.919378718,1,2
21357,VINBLASTINE,SUNITINIB,NCIH520,-0.0105261659,2,ACH-000395,NCIH520,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-0.0105261659,1,2
21359,VINBLASTINE,SUNITINIB,OV90,0.0492213456,2,ACH-000291,OV90,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,0.0492213456,1,2
21361,VINBLASTINE,SUNITINIB,PA1,-9.9060289637,2,ACH-001374,PA1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-9.9060289637,1,2
21362,VINBLASTINE,SUNITINIB,RKO,-3.0015693039,2,ACH-000943,RKO,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-3.0015693039,1,2
21363,VINBLASTINE,SUNITINIB,RPMI7951,-18.0288351506,2,ACH-000348,RPMI7951,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-18.0288351506,0,1
21364,VINBLASTINE,SUNITINIB,SKMEL30,-10.2995262056,2,ACH-000810,SKMEL30,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-10.2995262056,0,1
21365,VINBLASTINE,SUNITINIB,SKMES1,-9.699262448,2,ACH-000665,SKMES1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-9.699262448,1,2
21366,VINBLASTINE,SUNITINIB,SKOV3,4.8199995606,2,ACH-000811,SKOV3,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,4.8199995606,1,2
21367,VINBLASTINE,SUNITINIB,SW620,25.1692145051,2,ACH-000651,SW620,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,25.1692145051,2,3
21368,VINBLASTINE,SUNITINIB,SW837,-8.047742094,2,ACH-000421,SW837,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-8.047742094,1,2
21369,VINBLASTINE,SUNITINIB,T47D,-18.9356727393,2,ACH-000147,T47D,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-18.9356727393,0,1
21370,VINBLASTINE,SUNITINIB,UACC62,6.5892085896,2,ACH-000425,UACC62,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,6.5892085896,1,2
21372,VINBLASTINE,SUNITINIB,UWB1289,-10.8701627477,2,ACH-001418,UWB1289,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-10.8701627477,0,1
21373,VINBLASTINE,SUNITINIB,VCAP,6.3440139917,2,ACH-000115,VCAP,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,6.3440139917,1,2
21374,VINBLASTINE,SUNITINIB,ZR751,-11.2187150478,2,ACH-000097,ZR751,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-11.2187150478,0,1
21375,VINBLASTINE,TEMOZOLOMIDE,A2058,-30.2606186521,3,ACH-000788,A2058,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-30.2606186521,0,0
21376,VINBLASTINE,TEMOZOLOMIDE,A2780,-56.2726764437,3,ACH-000657,A2780,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-56.2726764437,0,0
21377,VINBLASTINE,TEMOZOLOMIDE,A375,-48.2709446126,3,ACH-000219,A375,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-48.2709446126,0,0
21378,VINBLASTINE,TEMOZOLOMIDE,A427,-35.192155345,3,ACH-000757,A427,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-35.192155345,0,0
21379,VINBLASTINE,TEMOZOLOMIDE,CAOV3,-114.9141752236,3,ACH-000713,CAOV3,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-61.28586028470066,0,0
21381,VINBLASTINE,TEMOZOLOMIDE,DLD1,-21.0366909054,3,ACH-001061,DLD1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-21.0366909054,0,1
21383,VINBLASTINE,TEMOZOLOMIDE,ES2,7.5541326729,3,ACH-000906,ES2,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,7.5541326729,1,2
21384,VINBLASTINE,TEMOZOLOMIDE,HCT116,-51.7158200443,3,ACH-000971,HCT116,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-51.7158200443,0,0
21385,VINBLASTINE,TEMOZOLOMIDE,HT144,-39.5160514511,3,ACH-000322,HT144,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-39.5160514511,0,0
21386,VINBLASTINE,TEMOZOLOMIDE,HT29,-50.0458290353,3,ACH-000552,HT29,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-50.0458290353,0,0
21387,VINBLASTINE,TEMOZOLOMIDE,KPL1,-19.8883592243,3,ACH-000028,KPL1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-19.8883592243,0,1
21389,VINBLASTINE,TEMOZOLOMIDE,LOVO,-51.8123407116,3,ACH-000950,LOVO,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-51.8123407116,0,0
21390,VINBLASTINE,TEMOZOLOMIDE,MDAMB436,-29.257133714,3,ACH-000573,MDAMB436,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-29.257133714,0,1
21392,VINBLASTINE,TEMOZOLOMIDE,NCIH1650,-44.1530389342,3,ACH-000035,NCIH1650,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-44.1530389342,0,0
21393,VINBLASTINE,TEMOZOLOMIDE,NCIH2122,-73.2315203358,3,ACH-000311,NCIH2122,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-61.28586028470066,0,0
21394,VINBLASTINE,TEMOZOLOMIDE,NCIH23,-61.8739591371,3,ACH-000900,NCIH23,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-61.28586028470066,0,0
21395,VINBLASTINE,TEMOZOLOMIDE,NCIH460,-28.1301303483,3,ACH-000463,NCIH460,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-28.1301303483,0,1
21396,VINBLASTINE,TEMOZOLOMIDE,NCIH520,-49.4422619401,3,ACH-000395,NCIH520,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-49.4422619401,0,0
21398,VINBLASTINE,TEMOZOLOMIDE,OV90,-28.9781054746,3,ACH-000291,OV90,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-28.9781054746,0,1
21400,VINBLASTINE,TEMOZOLOMIDE,PA1,-68.5685073642,3,ACH-001374,PA1,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-61.28586028470066,0,0
21401,VINBLASTINE,TEMOZOLOMIDE,RKO,-24.2709245271,3,ACH-000943,RKO,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Cn1nnc2c(C(N)=O)ncn2c1=O,-24.2709245271,0,1
